user,white_games,black_games,total_games,wins_white,wins_black,wins_total,draw_white,draw_black,draw_total,lose_white,lose_black,lose_total,elo,accuracy,accuracy_opening,accuracy_middlegame,accuracy_endgame,win_rate,opening_distance,middlegame_distance,endgame_distance,opening_distance_alt,middlegame_distance_alt,endgame_distance_alt
petrpalachev,13,10,23,7.0,3.0,10.0,2.0,1.0,3.0,4.0,6.0,10.0,2414.6521739130435,86.69639369451302,94.75414877556469,91.78957668661805,92.81494886075963,0.43478260869565216,8.057755081051667,5.093182992105028,6.118555166246608,-0.2857569700268954,0.8499779331012434,1.2973167352256638
EltajSafarli,12,11,23,10.0,7.0,17.0,2.0,3.0,5.0,0.0,0.0,0.0,2606.1739130434785,92.99470953209995,95.90075706753665,94.97047177819154,95.61536404252855,0.7391304347826086,2.9060475354366986,1.9757622460915911,2.620654510428608,0.8608513219450629,4.030873024674733,4.09773191699459
AkshatChandra,10,13,23,7.0,8.0,15.0,0.0,0.0,0.0,3.0,2.0,5.0,2403.4347826086955,88.2275828993375,96.08395367950344,91.65491625332879,93.55347860634087,0.6521739130434783,7.856370780165932,3.427333353991287,5.325895707003369,1.0440479339118554,0.715317499811988,2.03584648080691
Yaacovn,11,12,23,6.0,6.0,12.0,2.0,2.0,4.0,3.0,4.0,7.0,2580.9565217391305,88.13770201820968,94.29214948681802,92.52699578775697,92.42932985339213,0.5217391304347826,6.154447468608339,4.389293769547294,4.291627835182453,-0.7477562587735633,1.587397034240169,0.9116977278581686
GulamaliRises,12,11,23,7.0,2.0,9.0,0.0,0.0,0.0,5.0,6.0,11.0,2362.7391304347825,86.93830615765084,95.11456182574919,93.29911345528717,89.67153080056063,0.391304347826087,8.17625566809835,6.3608072976363275,2.7332246429097893,0.0746560801576095,2.3595147017703653,-1.8461013249733327
Chesseducation4u,12,10,22,7.0,3.0,10.0,1.0,1.0,2.0,4.0,6.0,10.0,2300.909090909091,88.996077492052,95.68434146105946,92.4335728948688,92.31206452767208,0.45454545454545453,6.6882639690074654,3.4374954028168077,3.3159870356200827,0.6444357154678784,1.4939741413519982,0.7944324021381135
BeerLag,10,12,22,6.0,3.0,9.0,0.0,0.0,0.0,4.0,8.0,12.0,2263.0,87.04044230742058,94.31539561276591,89.97967231353303,91.39863750509139,0.4090909090909091,7.274953305345335,2.939230006112453,4.35819519767081,-0.7245101328256709,-0.959926439983775,-0.11899462044257803
jup1978,11,11,22,4.0,4.0,8.0,0.0,0.0,0.0,4.0,7.0,11.0,2142.7272727272725,87.20460704670073,95.99221742916353,91.56069034447088,91.98819754321799,0.36363636363636365,8.787610382462802,4.356083297770155,4.783590496517263,0.9523116835719492,0.6210915909540802,0.4705654176840284
chesstatour,11,11,22,5.0,2.0,7.0,0.0,0.0,0.0,5.0,9.0,14.0,1854.1363636363637,81.66355981961975,94.12628161577321,87.75330485128731,88.39012538607459,0.3181818181818182,12.46272179615346,6.089745031667562,6.726565566454838,-0.9136241298183734,-3.186293902229494,-3.1275067394593776
MinhGTrAn,12,10,22,7.0,4.0,11.0,1.0,1.0,2.0,4.0,5.0,9.0,2439.4545454545455,87.73445778765992,94.26082570081022,91.45178337388896,91.1273155198509,0.5,6.526367913150295,3.7173255862290375,3.3928577321909756,-0.7790800447813666,0.5121846203721532,-0.3903166056830685
ChessWarrior7197,10,12,22,3.0,6.0,9.0,1.0,1.0,2.0,6.0,5.0,11.0,1971.7272727272727,87.80646794713861,94.99050034193357,90.50513714125736,93.83040141318018,0.4090909090909091,7.184032394794954,2.69866919411875,6.023933466041569,-0.049405403658013824,-0.43446161225944024,2.312769287646219
162a54f5d,12,9,21,5.0,4.0,9.0,2.0,2.0,4.0,5.0,3.0,8.0,2300.4761904761904,87.42543973254445,94.79538088268114,91.11964636044013,93.01445226335196,0.42857142857142855,7.369941150136697,3.6942066278956815,5.5890125308075085,-0.2445248629104384,0.1800476069233241,1.4968201378179913
gmjlh,11,10,21,4.0,6.0,10.0,3.0,2.0,5.0,4.0,2.0,6.0,2500.809523809524,88.97551780101584,96.17776801729117,92.56292908039862,93.10490679597477,0.47619047619047616,7.202250216275331,3.5874112793827777,4.12938899495893,1.1378622716995892,1.6233303268818133,1.5872746704408058
Rijeka1999,12,9,21,3.0,3.0,6.0,0.0,0.0,0.0,9.0,5.0,14.0,2252.3809523809523,84.36008466420476,95.34247685410587,91.51190884176674,88.75500505064143,0.2857142857142857,10.982392189901105,7.151824177561977,4.394920386436667,0.3025711085142859,0.5723100882499352,-2.762627074892535
grandmastergauri,11,10,21,8.0,2.0,10.0,1.0,1.0,2.0,2.0,7.0,9.0,2299.3809523809523,86.74981895964031,95.01232703508916,92.8190265557444,92.31889225240445,0.47619047619047616,8.26250807544885,6.069207596104093,5.569073292764145,-0.027578710502424997,1.879427802227596,0.8012601268704884
GasconJR,10,10,20,5.0,4.0,9.0,0.0,0.0,0.0,5.0,6.0,11.0,2195.5,84.51365599407572,96.2129817956588,90.98495958410635,88.41498595052948,0.45,11.699325801583086,6.4713035900306295,3.9013299564537647,1.1730760500672233,0.04536083058954432,-3.1026461750044803
Kacparov,9,11,20,5.0,6.0,11.0,0.0,0.0,0.0,3.0,5.0,8.0,2383.25,88.9843996902659,94.47311245651302,92.3440696190915,93.37155932803,0.55,5.488712766247119,3.3596699288255962,4.3871596377641,-0.5667932890785607,1.4044708655746945,1.8539272024960383
Imre91,10,9,19,7.0,3.0,10.0,1.0,3.0,4.0,2.0,3.0,5.0,2534.9473684210525,89.66883847488279,94.40101468696062,93.06641930198323,94.75221174696894,0.5263157894736842,4.732176212077832,3.397580827100441,5.083373272086149,-0.6388910586309606,2.1268205484664264,3.2345796214349747
VSERGUEI,9,10,19,4.0,7.0,11.0,0.0,0.0,0.0,4.0,3.0,7.0,2327.1052631578946,90.14666849296415,95.71812538143598,92.75785675111487,93.40418862063731,0.5789473684210527,5.571456888471829,2.611188258150719,3.2575201276731605,0.6782196358443997,1.8182579975980673,1.886556495103349
HansCoolNiemann,10,9,19,2.0,3.0,5.0,1.0,2.0,3.0,7.0,4.0,11.0,1799.6315789473683,86.11923116695414,93.98472511988818,90.80603957566392,93.48917263562153,0.2631578947368421,7.865493952934045,4.68680840870978,7.369941468667392,-1.0551806257034002,-0.13355917785288796,1.9715405100875643
Sebastian,9,9,18,8.0,5.0,13.0,0.0,0.0,0.0,1.0,4.0,5.0,2535.0555555555557,89.9510006853536,96.87409242930065,93.20032290397394,93.41514927967457,0.7222222222222222,6.92309174394704,3.2493222186203354,3.4641485943209602,1.8341866837090635,2.2607241504571363,1.8975171541406013
ChessTrener,10,8,18,4.0,5.0,9.0,0.0,0.0,0.0,4.0,3.0,7.0,2466.222222222222,87.01601220648064,96.39374885358586,89.54509467504623,91.86169797486247,0.5,9.377736647105223,2.5290824685655906,4.845685768381827,1.3538431079942796,-1.3945040784705753,0.34406584932850137
1stSecond,10,8,18,6.0,3.0,9.0,2.0,1.0,3.0,2.0,4.0,6.0,2363.4444444444443,87.9579998692807,94.92526629783701,90.79007837763535,93.0774253150351,0.5,6.967266428556314,2.8320785083546554,5.119425445754402,-0.1146394477545698,-0.14952037588145117,1.5597931895011357
Philofive,9,9,18,4.0,3.0,7.0,0.0,0.0,0.0,1.0,6.0,7.0,2243.6666666666665,85.98358407825043,95.38508119825586,90.84891362293287,91.12955668469027,0.3888888888888889,9.40149712000543,4.865329544682439,5.145972606439841,0.34517545266427874,-0.09068513058393535,-0.38807544084369283
IMLevAltounian,10,8,18,5.0,4.0,9.0,1.0,1.0,2.0,4.0,3.0,7.0,2328.5555555555557,83.96035354319996,95.96245126446958,92.74022762850028,90.78745137374129,0.5,12.002097721269621,8.779874085300321,6.827097830541334,0.9225455188779961,1.8006288749834738,-0.7301807517926733
GMNeiksans,10,8,18,8.0,3.0,11.0,0.0,0.0,0.0,2.0,3.0,5.0,2498.8333333333335,89.27389976026635,96.54692928926855,91.66818447191638,94.08666312589838,0.6111111111111112,7.273029529002201,2.3942847116500303,4.812763365632037,1.507023543676965,0.7285857183995716,2.5690310003644186
destroyer305,9,9,18,3.0,4.0,7.0,1.0,1.0,2.0,5.0,4.0,9.0,2162.4444444444443,87.97013859442251,95.58489435375604,91.20222691357576,92.32805092351755,0.3888888888888889,7.6147557593335335,3.232088319153249,4.3579123290950434,0.5449886081644593,0.2626281600589522,0.8104187979835871
BjarkeSahl,9,9,18,5.0,4.0,9.0,0.0,0.0,0.0,4.0,4.0,8.0,2108.722222222222,87.06121786965554,94.62446477617175,91.28814765332513,91.58274727233187,0.5,7.563246906516213,4.22692978366959,4.521529402676336,-0.41544096941983355,0.34854889980832127,0.06511514679790764
Argente,9,9,18,4.0,3.0,7.0,3.0,1.0,4.0,2.0,5.0,7.0,2183.1666666666665,85.48391708938225,94.83123608049121,92.68298208223561,89.67024371758085,0.3888888888888889,9.347318991108963,7.199064992853366,4.1863266281986,-0.20866966510037344,1.7433833287188065,-1.8473884079531189
kesarev,9,9,18,3.0,2.0,5.0,4.0,2.0,6.0,2.0,5.0,7.0,2242.3888888888887,85.54664532886383,94.01982904429676,89.93194912534335,90.98273132455711,0.2777777777777778,8.473183715432924,4.385303796479519,5.436085995693276,-1.0200767012948262,-1.0076496281734535,-0.5349008009768568
liczner,9,9,18,5.0,5.0,10.0,0.0,0.0,0.0,4.0,4.0,8.0,2410.3888888888887,88.54590604730065,96.20296782908993,92.67570602003512,91.29235297103818,0.5555555555555556,7.657061781789281,4.1297999727344745,2.746446923737537,1.163062083498346,1.7361072665183173,-0.22527915449578018
ameet100,9,9,18,6.0,4.0,10.0,0.0,0.0,0.0,3.0,5.0,8.0,2412.5555555555557,87.2988776648236,94.87818724911982,90.96926407254345,90.38033715973427,0.5555555555555556,7.579309584296212,3.670386407719846,3.0814594949106606,-0.16171849647176373,0.029665319026648262,-1.137294965799697
SuPeR_Fm,9,9,18,3.0,5.0,8.0,0.0,0.0,0.0,6.0,2.0,8.0,2339.3888888888887,87.24395523442658,94.12651955382012,90.99515570532147,93.7481193391042,0.4444444444444444,6.882564319393538,3.7512004708948865,6.504164104677628,-0.9133861917714654,0.055556951804661026,2.2304872135702425
