Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves,Evaluation,White CP Loss,White Accuracy,Black CP Loss,Black Accuracy,White Beginning Accuracy,White Beginning Std,White Middle Accuracy,White Middle Std,White Endgame Accuracy,White Endgame Std,Black Beginning Accuracy,Black Beginning Std,Black Middle Accuracy,Black Middle Std,Black Endgame Accuracy,Black Endgame Std
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,VovAn1991,RealBlindMuddy,1-0,2355,2037,180+2,12:02:07 PDT,game abandoned,e2e4,0.26,3.0,99.76987541002093,,,,,,,99.76987541002093,0.0,,,,,,
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,TomsKantans,lorcho,0-1,2234,2632,180+2,12:03:07 PDT,time,,,,,,,,,,,,,,,,,,
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,ilmago,GMG,0-1,1718,2278,180+2,12:03:24 PDT,resignation,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,a7a6,c2c4,g8f6,b1c3,d8c7,f1d3,b8c6,c1e3,f8b4,d1d2,c6e5,b2b3,f6g4,d3e2,g4e3,d2e3,c7a5,e1d2,e5c6,d4c6,b7c6,d2c2,e8g8,f2f4,d7d5,e4d5,c6d5,a2a3,b4e7,b3b4,a5c7,c4c5,e7f6,g2g4,d5d4,e3f3,d4c3,f3a8,c8b7,a8a7,b7e4","0.26,0.22,0.29,0.41,0.52,0.43,0.4,0.52,0.53,0.56,0.43,0.56,0.33,0.4,0.43,0.44,-0.18,-0.04,-1.55,-0.57,-0.51,-0.64,-0.55,-0.53,-1.19,-0.34,-0.63,-0.54,-0.9,-0.47,-1.2,-1.09,-3.29,-1.96,-2.09,-1.39,-2.01,-2.04,-1.88,-1.89,-4.15,-3.76,-4.43,-4.16,-5.58,-5.7,-7.4,-7.46",59.5,78.26329894630008,26.708333333333332,89.7440842932624,99.2796898218294,1.9057615982680423,80.57496537093321,14.880971299182049,77.96311386286854,22.77079010305612,98.67138005450992,1.8170091129136505,88.33713211577437,12.007088648969912,89.94808767594876,15.083914740996468
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,SabinaFoisor,swayamsm,1-0,2284,2288,180+2,12:03:28 PDT,game abandoned,"d2d4,e7e6,c2c4,b7b6,a2a3,c8b7,b1c3,f7f5,g1h3,g8f6,f2f3,f8d6,e2e3","0.25,0.39,0.22,0.69,0.26,0.38,0.38,0.49,0.53,0.46,0.45,0.57,0.41",11.285714285714286,96.14666374266449,19.5,91.9146658563239,98.67509005742494,1.3249099425750686,94.46880956426332,2.8901956630969607,96.15696122137933,4.024026637228317,86.9547128114693,6.879159091218959,92.95150375776748,6.412764386977322,100.0,0.0
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,KingPetrosian,mat_kolosowski,0-1,2095,2352,180+2,12:05:17 PDT,checkmate,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,b8c6,c1e3,g8f6,b1c3,f8b4,d1d2,f6e4,d2d3,d8a5,d4c6,b7c6,e3d2,e4d2,d3d2,d7d5,a2a3,e8g8,e1c1,b4a3,b2a3,a5a3,c1b1,a8b8,c3b5,c8a6,c2c3,a6b5,f1b5,b8b5,b1c2,b5b2,c2d3,b2d2,d1d2,f8b8,h1d1,b8b2,d2b2,a3b2,d1d2,b2b1,d3e2,a7a5,d2d1,b1c2,d1d2,c2c3,d2d3,c3c4,e2d2,a5a4,d3a3,c4b4,a3c3,a4a3,d2c2,b4b2,c2d3,a3a2,c3c2,b2b5,d3c3,a2a1q,c3d2,a1d4,d2c1,b5f1","0.36,0.26,0.33,0.39,0.46,0.38,0.47,0.35,0.18,0.13,0.11,0.07,-1.14,-1.26,-1.67,-1.81,-1.78,-1.9,-3.5,-3.51,-3.6,-3.39,-3.43,-3.38,-4.5,-4.64,-4.92,-5.03,-4.87,-5.37,-4.97,-5.14,-8.35,-8.55,-8.46,-8.41,-8.51,-7.93,-8.32,-8.2,-8.43,-8.32,-8.33,-7.98,-7.89,-7.84,-7.85,-7.98,-7.92,-7.53,-8.06,-7.94,-8.0,-8.06,-8.19,-7.81,-8.41,-8.09,-8.62,-8.63,-8.72,-8.77,-8.72,-8.81,-8.67,-8.92,-8.8,-11,-5,-4,-4,-3,-1,0",32.67567567567568,89.8117468023535,11.162162162162161,98.75115135063032,91.42034574604772,15.039613670213852,93.07237441207523,12.514057848209319,99.54885447662248,0.7500717980221748,97.50846095314664,2.859456828417074,99.34927067059134,1.0821154823786363,99.64570562243638,0.7743234732358097
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,IMRosen,jbj,1-0,2000,2293,180+2,12:05:25 PDT,resignation,"e2e4,e7e6,d2d4,d7d5,b1d2,d5e4,d2e4,c8d7,g1f3,d7c6,f1d3,b8d7,c2c3,f8e7,e1g1,g8f6,e4g3,c6f3,d1f3,c7c6,f1e1,e8g8,c1f4,f8e8,a1d1,d8a5,a2a3,a5b6,e1e2,a8d8,d1e1,e7f8,h2h4,c6c5,f4e3,c5d4,e3d4,f8c5,d4c5,d7c5,d3c2,c5d3,c2d3,d8d7,d3c2,e8d8,g3h5,f6h5,f3h5,g7g6,h5g5,d7d5,g5f6,d5d2,h4h5,d2e2,e1e2,d8d6,h5h6,g8f8,c2g6,d6d1,g1h2,b6d6,g2g3,h7g6,h6h7,d1h1,h2h1,d6d1,h1g2,d1d5,f2f3","0.27,0.3,0.43,0.34,0.22,0.51,0.45,0.76,0.85,0.74,0.72,0.57,0.56,0.76,0.66,0.64,0.46,0.56,0.56,0.55,0.56,0.53,0.54,0.68,0.67,0.65,0.8,0.64,0.35,0.8,0.28,0.87,0.38,0.39,0.13,0.17,0.13,0.21,0.09,0.09,0.02,5.0,5.07,4.94,4.97,5.06,4.98,4.87,4.84,5.12,5.36,4.99,4.16,4.86,4.88,5.68,4.82,5.4,4.67,4.64,6.68,7.26,6.94,6.89,7.02,9.64,10.03,10.41,11,7,9,12.81,12.39",20.864864864864863,97.32193487804832,43.5,83.53707273160023,97.94001996048769,2.970158857157893,95.49168291292926,6.42379401665237,98.64377506814472,2.5735829884274875,97.40351225073694,3.2686624548999625,91.00981218570689,22.582392763178188,95.76693283311408,6.171533619058455
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,Alexander_Donchenko,brauliocuarta,1-0,2310,1959,180+2,12:05:51 PDT,resignation,"d2d4,g8f6,c2c4,c7c5,d4d5,b7b5,c4b5,a7a6,b5a6,g7g6,b1c3,c8a6,g1f3,f8g7,e2e4,a6f1,e1f1,d7d6,g2g3,e8g8,f1g2,b8d7,a2a4,f6g4,d1e2,d8a5,f3d2,g7c3,b2c3,a5c3,a1a3,c3b4,e2g4,d7e5,g4e2,c5c4,e2d1,c4c3,d1b3,f8b8,b3b4,b8b4,a3c3,a8a4,h1e1,a4a1,d2f3,e5d7,c3c8,g8g7,c1b2,b4b2,e1a1","0.22,0.2,0.26,0.8,0.78,0.56,0.56,0.62,0.58,0.69,0.76,0.87,0.58,0.68,0.52,0.78,0.68,0.79,0.8,0.68,0.7,0.84,0.87,1.2,1.09,1.27,1.26,1.64,1.55,3.54,3.7,4.0,3.79,3.83,3.63,3.54,3.14,3.81,3.74,4.0,3.89,3.88,3.88,4.1,4.02,4.3,4.45,5.55,5.0,5.29,5.05,4.88,4.77",8.62962962962963,98.2514509814356,27.03846153846154,90.08113428971065,98.28028826681958,1.470294425109256,99.13808978213788,1.6126909159631067,97.20384062285912,4.9802158597257655,96.70119322754985,6.072303696282481,90.98785355299134,13.799892501592488,93.0546949022875,6.886380131233647
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,kevin9512,wannabe2700,0-1,1850,2302,180+2,12:06:00 PDT,resignation,"d2d4,e7e6,c2c4,f7f5,g1f3,g8f6,g2g3,f8e7,f1g2,e8g8,e1g1,d7d6,b1c3,f6e4,d1c2,e4c3,b2c3,b8c6,d4d5,c6a5,f3d4,e6e5,d4e6,c8e6,d5e6,c7c6,c2a4,a7a6,a1b1,b7b5,c4b5,a6b5,a4c2,d8c8,a2a4,b5a4,c2a4,d6d5,b1b6,c8e6,c3c4,a5c4,a4c6,e6c6,b6c6,e5e4,f2f3,f8c8,c6e6,e7c5,g1h1,a8a1,f3e4,f5e4,g2h3,c8f8,f1f8,g8f8","0.25,0.36,0.25,0.48,0.4,0.47,0.45,0.48,0.51,0.5,0.49,0.55,0.56,0.54,0.33,0.58,0.48,0.31,0.52,0.52,-0.38,-0.56,-0.43,-0.48,-0.36,-0.06,-0.52,-0.62,-0.89,-0.65,-1.3,-1.3,-1.41,-0.86,-1.05,-1.0,-1.46,-1.53,-2.38,-0.58,-0.54,-0.23,-0.68,-0.68,-0.68,-0.68,-1.0,-0.31,-3.42,-3.62,-3.62,-2.4,-2.58,-1.68,-3.53,-3.48,-5.34,-5.39",40.13793103448276,82.26201250234716,24.724137931034484,89.34595444448664,99.21251845773168,1.1195943733398002,91.67366267194771,10.013288537978584,78.49659815271289,19.330311684085952,97.9075588270051,3.476587494881369,96.3186026716663,9.209029748968398,85.7112308318812,17.06648512137362
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,Trendle,jcibarra,0-1,2188,2421,180+2,12:06:05 PDT,resignation,"e2e4,c7c5,g1f3,e7e6,g2g3,b8c6,f1g2,g8f6,d1e2,d7d6,e1g1,f8e7,b2b3,e8g8,c1b2,e6e5,c2c3,c8g4,d2d3,d8d7,b1d2,b7b5,e2e3,b5b4,d2c4,b4c3,b2c3,f6e8,f3d2,e8c7,f2f4,c7b5,a1c1,b5c3,c1c3,c6d4,g2f3,g4h3,f3g2,e5f4,e3f2,f4g3,h2g3,h3g4,d2f3,g4f3,g2f3,a8e8,c3c1,f7f5,f2g2,e7g5,c1e1,f5f4,e4e5,d4f3,g2f3,d6e5,c4e5,e8e5,e1e5,d7d4,g1g2,d4e5,g3f4,g5f4","0.31,0.31,0.25,0.38,0.21,0.13,0.21,0.18,0.06,0.23,0.23,0.24,-0.04,-0.05,-0.13,-0.07,-0.15,-0.11,-0.35,-0.09,-0.07,0.19,-0.43,-0.4,-0.46,-0.35,-0.32,-0.26,-0.6,-0.55,-0.55,-0.5,-0.7,-0.66,-0.59,-0.66,-1.64,-1.25,-1.18,-2.63,-3.07,-2.89,-2.96,-3.08,-3.03,-2.77,-2.87,-2.71,-2.79,-2.47,-2.86,-2.76,-2.41,-2.68,-2.87,-2.7,-2.97,-2.82,-5.41,-5.45,-5.12,-5.43,-5.33,-5.59,-5.89,-5.78",27.515151515151516,89.16084419092581,10.06060606060606,96.59505309204593,96.43152372972901,4.939695052980649,89.22239250382496,10.854943087051202,93.2156306725511,13.018375376672548,97.44934259569396,3.6369826793789497,95.52862781168733,5.307206177806288,97.88601575869244,4.303378188625517
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,1,liczner,Palacios-LLera,1-0,2429,2200,180+2,12:06:08 PDT,checkmate,"e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,f8g7,d4b3,a7a5,a2a4,g8f6,f1e2,d7d6,e1g1,e8g8,f1e1,c8e6,e2f1,f8e8,c3d5,e6d5,e4d5,c6b4,f1b5,f6d7,c2c3,b4a6,b3a5,a6c7,b5d7,d8d7,a5c4,a8a6,c1e3,d7f5,c4b6,h7h5,h2h3,h5h4,d1d2,g8h7,e3d4,g7h6,d2e2,c7d5,e2b5,d5b6,b5e8,b6d5,e8h8","0.3,0.33,0.25,0.33,0.27,0.35,0.35,0.42,0.36,0.29,0.01,0.39,0.48,0.49,0.32,0.29,0.27,0.35,0.23,0.18,0.12,0.53,0.58,1.17,1.3,1.46,1.41,2.32,2.49,2.52,2.53,2.21,2.16,2.22,2.16,2.36,2.47,2.29,2.38,2.75,2.3,2.8,2.64,2.84,0.96,1.44,1.31,1.46,0.86,2.87,3.08,1,0",17.185185185185187,93.18547213288971,53.30769230769231,80.90790105532943,97.99201347825762,3.136050846175231,97.99552913068199,3.1734214657279973,90.21795337282911,16.432920759596648,96.64750420016135,3.7665459064962814,90.70716255908323,12.72592015733428,82.78059799639415,21.91726518112526
