Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,FairChess_on_YouTube,DrHolmes13,1-0,2704,2206,180+2,11:08:19 PST,FairChess_on_YouTube won by resignation,"d2d4,g8f6,g1f3,e7e6,c1g5,h7h6,g5f6,d8f6,e2e4,d7d6,c2c3,b8d7,b1a3,f6d8,f1d3,f8e7,e1g1,e8g8,a3c4,b7b6,d1e2,c8b7,a1d1,f8e8,f1e1,d6d5,c4e5,d7e5,f3e5,e7f6,e5g4,d5e4,d3e4,b7e4,e2e4,f6g5,g4e5,g5f6,e5c6,d8d7,c3c4,a7a6,a2a4,f6g5,g2g3,g5f6,b2b4,b6b5,c4b5,a6b5,a4a5,f6e7,d1c1,e7d6,c1c2,a8a6,e1c1,e8c8,e4e2,a6a8,e2b5,a8b8,b5c4,b8a8,b4b5,h6h5,h2h4,g7g6,a5a6,d7e8,c2e2,e8d7,c1d1,c8e8,d1e1,e8c8,d4d5,e6d5,c4d5,d7g4,c6e7,d6e7,e2e7,c8f8,e7c7,a8d8,d5e4,g4h3,a6a7,g6g5,h4g5,h5h4,e4h4,h3f5,b5b6,f8e8,e1e8,d8e8,c7c1,f5d5,g5g6,f7g6,h4c4,e8e1,c1e1,d5c4,a7a8q,g8g7,b6b7,c4c3,a8a1,c3a1,e1a1,g6g5,b7b8q"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,LADIESGET2KNOWME,exoticprincess,1-0,2221,2592,180+2,11:08:28 PST,LADIESGET2KNOWME won by resignation,"d2d4,g8f6,b1c3,d7d5,c1g5,b8d7,d1d3,e7e6,g1f3,f8e7,e1c1,e8g8,g5f6,d7f6,e2e4,c7c5,e4d5,e6d5,d4c5,c8e6,d3d4,a8c8,b2b4,a7a5,a2a3,a5b4,a3b4,f6g4,c3d5,e6d5,d4g4,c8a8,f1c4,d5f3,g4f3,e7g5,c1b2,g5f6,c2c3,d8c7,d1d6,f6e5,d6d5,e5f6,d5d6,f6e5,d6d5,a8a4,b2c2,a4a3,c4b3,e5f6,h1d1,c7h2,d5d7,h2e5,d7b7,f8a8,d1d7,g8h8,d7f7,e5e1,f7f6,a3a2,b3a2,a8a2,c2b3,e1b1,b3c4,b1f1,f3d3,f1d3,c4d3,g7f6,c5c6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,UnPolarizing,Hafez_Bakr,1-0,2213,1760,180+2,11:08:34 PST,UnPolarizing won by resignation,"e2e4,c7c5,d2d4,d7d6,c2c3,c5d4,g1f3,d4c3,b1c3,g8f6,e4e5,f6g4,e5d6,d8d6,d1d6,e7d6,c3d5,e8d7,f1b5,b8c6,e1g1,f7f6,f3d4,g4e5,f2f4,e5g6,c1e3,f8e7,a1c1,a7a6,b5a4,a8b8,d5b6,d7e8,f1e1,e8f7,a4b3,f7f8,b6c8,b8c8,b3e6,c8b8,d4f5,c6b4,c1c7,b4d3,e1d1,d3c5,e6d5,b7b6,e3c5,d6c5,d1e1,b8e8,g2g3,h7h5,h2h4,c5c4,g1g2,h8h7,g2f3,b6b5,e1e4,e8d8,d5c6,d8d3,f3e2,g6f4,g3f4,g7g6,f5e7,h7f7,e7g6,f8g7,c7f7,g7f7,c6e8,f7g7,e4e7,g7g8,e8f7,g8g7,f7c4,g7g6,c4d3,f6f5,e7e6,g6f7,e6a6,b5b4,d3f5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,davopetr,Squirlolz,1-0,2550,2164,180+2,11:08:37 PST,davopetr won by resignation,"e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,c1g5,f8e7,e4e5,f6d7,h2h4,b8c6,d1g4,f7f6,g5d2,f6e5,d4e5,d7e5,g4g7,e7f6,g7g3,c8d7,e1c1,d8e7,f2f4,e5f7,d1e1,e7d6,c3b5,d6c5,b5c7,e8e7,c7a8,h8a8,f1d3,c6b4,c1b1,a8c8,c2c3,b4d3,g3d3,d7b5,d3h3,c8c6,g1f3,c6b6,d2e3,b5d3,b1c1,d5d4,e3d4,f6d4,f3d4,c5c4,e1e6,b6e6,d4e6,d3e4,h1e1,f7d6,e6d4,c4a2,e1e4,d6e4,h3e3,a2d5,b2b3,b7b5,d4b5,e7f8,c3c4,d5f5,g2g4,f5e6,b5c3,e6b6,e3b6,a7b6,c3e4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,GedoGluperd,kharposh,0-1,2321,2014,180+2,11:08:46 PST,kharposh won by resignation,"d2d4,g8f6,c1g5,e7e6,b1d2,d7d5,e2e3,f8e7,f1d3,e8g8,c2c3,c7c5,f2f4,b8c6,g1f3,f6d7,g5e7,d8e7,e1g1,f7f5,f3e5,d7f6,h2h3,f6e4,d2f3,c8d7,e5c6,b7c6,d3e4,f5e4,f3e5,c5d4,c3d4,a8b8,d1c2,f8c8,a1c1,b8b5,f1f2,c6c5,b2b3,h7h6,c2d2,c5d4,c1c8,d7c8,d2d4,e7c5,f2d2,c5d4,d2d4,b5c5,d4a4,a7a5,g1f2,g8f8,a2a3,f8e7,b3b4,a5b4,a4a7,e7d6,a3b4,c5c2,f2g3,c2b2,a7g7,b2b4,g7g8,c8a6,g8d8,d6c5,d8a8,a6f1,g3f2,f1b5,a8c8,c5d6,g2g4,b4b2,f2g3,b2b3,g4g5,b3e3,g3h4,h6g5,h4g5,e3h3,c8d8,d6c5,d8c8,c5d4,c8b8,b5c4,g5f6,e4e3,b8b1,e3e2,f6e6,h3e3,b1e1,d4c3,f4f5,c3d2,e1a1,e2e1q,a1e1,e3e1,f5f6,d5d4,e6d6,e1e5,d6e5,d4d3,e5d4,c4a2,d4c5,d2c2,c5b4,d3d2,b4a3,a2f7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,crisfoisor,VovAn1991,0-1,2095,2409,180+2,11:08:50 PST,VovAn1991 won by resignation,"e2e4,c7c5,d2d3,b8c6,b1d2,g7g6,g2g3,f8g7,f1g2,d7d6,f2f4,g8f6,g1h3,e8g8,h3f2,c8d7,e1g1,b7b5,d2f3,b5b4,c2c4,b4c3,b2c3,f6g4,c1d2,d8a5,d1c2,g4f2,g1f2,a8b8,a1b1,a5a6,b1b8,f8b8,f1b1,b8b6,b1b6,a7b6,c3c4,d7g4,h2h3,g4f3,g2f3,c6d4,c2b1,b6b5,c4b5,d4b5,f3e2,g7c3,d2c3,b5c3,b1b8,g8g7,b8b2,a6a5,e2d1,a5a2,b2a2,c3a2,f2e3,a2c3,d1b3,c3b5,b3c4,b5d4,g3g4,e7e6,g4g5,h7h6,h3h4,h6h5,c4a6,g7f8,a6c4,f8e7,e3d2,e7d7,d2e3,d7c6,c4a6,d6d5,a6c8,d5e4,e3e4,c6d6,c8a6,d4f5,a6c4,f5h4,d3d4,c5d4,e4d4,h4f5,d4e4,f5e7,c4b5,e7c6,b5a4,d6c5,e4f3,c5d5,a4b3,d5d6,b3a4,e6e5,f4e5,c6e5,f3f4,e5d3,f4e3,d3c5,a4e8,d6e7,e8c6,c5e6,e3f3,e6d4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,steinitz_attack,ViennaRocket,1/2-1/2,1791,2220,180+2,11:08:56 PST,Game drawn by agreement,"g1f3,g7g6,g2g3,f8g7,f1g2,f7f5,d2d4,g8f6,c2c4,e8g8,b1c3,d7d6,c1g5,h7h6,g5f6,g7f6,e1g1,c7c6,e2e4,e7e6,e4e5,d6e5,d4e5,d8d1,a1d1,f6e7,f3h4,g8f7,f2f4,b8a6,a2a3,a6c5,b2b4,c5d7,d1d2,a7a5,f1d1,a5b4,a3b4,d7b6,c4c5,b6d5,c3d5,c6d5,h4f3,c8d7,f3d4,a8a4,d1b1,f8a8,g2f1,a4a1,d2b2,a1b1,b2b1,a8a2,d4b5,g6g5,b5d6,e7d6,e5d6,a2c2,b1b3,c2c1,g1f2,f7f6,f1e2,c1c2,f2e3,d5d4,e3d3,c2a2,b4b5,e6e5,f4e5,f6e5,e2f3,d7e6,f3b7,a2h2,c5c6,e5d6,b3b4,d6c5,b4d4,c5b5,d4d6,e6c4,d3c3,h2h1,c6c7,c4e6,d6e6,h1c1,c3d2,c1c7,b7g2,h6h5,e6h6,f5f4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,AlexanderL,BeerLag,1-0,2468,2151,180+2,11:09:00 PST,AlexanderL won by resignation,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1,b8c6,d4d5,c6e7,f3e1,f6d7,c1e3,f7f5,f2f3,f5f4,e3f2,a7a5,e1d3,b7b6,a2a3,h7h5,b2b4,a5b4,a3b4,a8a1,d1a1,g6g5,c4c5,b6c5,b4c5,g5g4,c5d6,c7d6,f3g4,d7f6,g4h5,f6g4,a1d1,g4f2,d3f2,c8d7,e2g4,g8h8,g4d7,d8d7,d1g4,d7c7,c3e2,e7g8,g4f3,g8f6,f2g4,f6h7,h5h6,g7f6,f1c1,c7a7,g1h1,f6g5,e2g1,f8g8,g1h3,g5e7,g2g3,a7d7,g4f2,f4g3,h2g3,h7f6,g3g4,f6g4,f2g4,d7g4,f3g4,g8g4,c1c8,h8h7,c8c7,h7h6,c7e7,g4e4,e7e6,h6g7,e6d6,e4d4,h3g5,d4d2,h1g1,g7f8,g5f3,d2e2,g1f1,e2e3,f1f2,e3e4,d6f6,f8e7,f6e6,e7d7,f3e5,d7c7,d5d6,c7c8,e6e8,c8b7,d6d7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,HowToTameADragon,grandmastergauri,1-0,1895,2257,180+2,11:09:04 PST,HowToTameADragon won by checkmate,"g2g4,d7d5,f1g2,c7c6,h2h3,h7h5,g4g5,e7e5,d2d4,e5e4,c2c4,g8e7,b1c3,g7g6,c4d5,c6d5,f2f3,e4f3,g1f3,f8g7,e1g1,b8c6,c1f4,e8g8,e2e3,c8e6,d1d2,a8c8,a1c1,e7f5,d2f2,f5d6,a2a3,a7a6,f3e5,c6e5,d4e5,d6c4,c3d5,e6d5,c1d1,d8e7,g2d5,c4e5,e3e4,b7b5,f2b6,e5c4,b6g6,e7c5,f1f2,c5d5,g6g7,g8g7,e4d5,f8e8,d5d6,c8d8,b2b3,c4e3,d1d3,e3f5,d6d7,e8e1,g1h2,e1e7,f2d2,f5h4,f4c7,h4f3,h2g3,f3d2,c7d8,d2e4,g3h4,e7e5,d8f6,e4f6,g5f6,g7g6,d7d8q,e5e4,h4g3,b5b4,d3d5,b4a3,d8h8,e4e3,g3f4,e3e5,h8g7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,IMRosen,David_Klein,0-1,2018,2352,180+2,11:09:11 PST,David_Klein won by resignation,"c2c4,g7g6,b1c3,f8g7,d2d4,d7d6,e2e4,a7a6,h2h3,c7c6,c1g5,b7b5,a2a3,c8b7,g1f3,b8d7,c4b5,a6b5,f1d3,d8b6,g5e3,g8f6,e1g1,b6c7,a1c1,c7b8,f1e1,e7e5,d3c2,e8g8,d4e5,d7e5,f3e5,d6e5,d1e2,b5b4,a3b4,b7a6,e2f3,b8b4,c1b1,f6d7,e1d1,d7b6,e3b6,b4b6,c3a4,b6b4,f3c3,b4c3,b2c3,f8b8,a4c5,a6c4,c5d7,b8b1,d1b1,a8d8,d7b6,c4e6,b1d1,d8b8,b6a4,g7f8,g1f1,g8g7,f1e1,h7h5,d1b1,b8b1,c2b1,f7f5,a4b2,g7f6,b2d1,f8c5,f2f3,e6c8,d1f2,c8a6,f2d3,c5e3,e1e2,e3b6,b1a2,b6a5,e2d2,f5e4,f3e4,a5c7,a2b3,f6g5,g2g3,h5h4,g3g4,a6d3,d2d3,g5f4,b3a4,f4g3,a4c6,g3h3,g4g5,h3g2,c6d7,h4h3,d7g4,h3h2,d3e2,h2h1q,g4f3,g2g1,f3h1,g1h1,e2f3,h1g1,c3c4,g1f1,c4c5,f1e1,f3e3,c7d8,c5c6,d8g5,e3d3,g5d8,d3c4,e1f2,c4d5,d8c7,d5e6,f2e3,e6d7,c7a5,d7e6,e3e4,e6f6,e4f4,f6g6,e5e4,g6f6,e4e3,f6e6,e3e2,e6d7,e2e1q,d7c8,e1e7,c8b8,e7c7,b8a8,c7c6,a8b8,c6b5,b8a8,a5e1,a8a7,f4e5,a7a8,e5d6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,FlySooHigh,Zhani-Z,1-0,2363,2030,180+2,11:09:17 PST,FlySooHigh won on time,"e2e4,e7e5,f1c4,b8c6,g1f3,f8c5,c2c3,g8f6,d2d3,d7d6,c4b3,c5b6,e1g1,c6e7,b1d2,c7c6,h2h3,e7g6,f1e1,e8g8,d2f1,h7h6,f1g3,f8e8,f3h2,c8e6,g3f5,d8d7,d1f3,e6f5,f3f5,d7f5,e4f5,g6e7,g2g4,e7d5,g1g2,e5e4,d3e4,f6e4,b3d5,c6d5,c1e3,g8f8,a1d1,e4f6,e3b6,a7b6,a2a3,e8e5,h2f3,e5e4,f3d2,e4e5,f2f4,e5e1,d1e1,a8a5,e1e2,a5a4,g2f3,d5d4,c3c4,d6d5,c4d5,f6d5,e2e5,d5c7,e5e4,c7b5,f3e2,b5d6,e4e5,d4d3,e2e3,d6c4,d2c4,a4c4,e5b5,d3d2,e3d2,c4f4,b5b6,f4f3,b6b7,f3h3,a3a4,h6h5,g4h5,h3h5,a4a5,h5f5,b2b4,g7g5,a5a6,f5f2,d2e3,f2a2,a6a7,f8g7,b4b5,g7g6,b7b6,g6f5,b6a6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,KestutisLabeckas,AMatros,1-0,2343,1997,180+2,11:09:18 PST,KestutisLabeckas won on time,"d2d3,d7d5,g1f3,c8g4,g2g3,g4f3,e2f3,e7e6,f1g2,c7c5,f3f4,b8c6,e1g1,g7g6,c2c4,g8e7,b1c3,f8g7,c4d5,e6d5,f1e1,e8g8,c1d2,a8c8,a2a3,b7b6,a1c1,f8e8,d1a4,d8d7,b2b4,c5b4,a3b4,a7a5,b4a5,b6a5,c3b5,c6b4,d2b4,a5b4,a4b4,c8c1,e1c1,e8b8,c1b1,e7c6,b4c5,c6d4,b5a3,b8b1,a3b1,d7b7,b1c3,b7b2,c5c8,g7f8,c3d5,d4c2,g2f1,b2b1,d5e3,c2e3,f2e3,b1e1,c8e8,h7h5,e8e4,g8g7,e4f3,f8c5,d3d4,c5e7,f3f2,e1c1,g1g2,c1a1,f1e2,e7f6,e2f3,h5h4,g3h4,a1c3,h4h5,g6g5,f3e4,g5f4,f2f4,c3d2,g2h3,f6e7,h5h6,g7f8,f4b8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,DARIO555,GeorgMeier,1/2-1/2,2209,2630,180+2,11:09:20 PST,Game drawn by repetition,"e2e4,c7c5,b1c3,d7d6,f2f4,b8c6,g1f3,g7g6,f1b5,f8g7,b5c6,b7c6,d2d3,g8f6,e1g1,e8g8,d1e1,c8g4,f3d2,h7h6,f4f5,g6f5,h2h3,f5e4,h3g4,e4d3,e1h4,d3c2,d2f3,f6h7,c1h6,e7e6,g4g5,a8b8,h6g7,g8g7,h4h6,g7g8,b2b3,d8e7,c3e4,f7f5,g5f6,h7f6,e4f6,e7f6,h6h5,c5c4,a1c1,c4b3,a2b3,b8b3,c1c2,c6c5,c2f2,f6g7,f3g5,f8f2,f1f2,b3b1,g1h2,g7e5,g2g3,b1b7,h5e8,g8g7,g5e6,g7h6,e8f8,h6g6,e6f4,g6h7,f4h3,b7b2,f8f7,h7h6,f7f8,h6h7,f8f7,h7h6,f7f8,h6h7,f8f7,h7h8,f7f8,h8h7,f8f7,h7h6,f7f8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,Yaacovn,megarompa,1-0,2607,2135,180+2,11:09:29 PST,Yaacovn won by resignation,"d2d4,d7d5,g1f3,g8f6,c2c4,e7e6,b1c3,f8b4,c4d5,e6d5,c1g5,d8d6,g5f6,d6f6,d1b3,b8c6,e2e3,e8g8,a2a3,b4c3,b3c3,f8e8,f1e2,f6d6,a1c1,c8g4,e1g1,g4f3,e2f3,e8e7,c3c5,e7d7,b2b4,d6e6,b4b5,c6e7,h2h3,a7a6,a3a4,a6b5,a4b5,a8c8,c1c2,g7g6,f1c1,g8g7,c5a7,c7c6,a7b6,f7f5,g2g3,e6d6,h3h4,e7g8,c1a1,g8f6,a1a7,d6b4,b6c5,b4b1,c2c1,b1b2,a7a1,f6e4,f3e4,f5e4,a1b1,b2e2,c1c2,e2f3,c5a7,f3f5,b5c6,b7c6,b1b7,d7f7,a7a6,f5e6,b7b6,f7c7,a6a3,g7f7,a3a4,h7h5,b6b1,e6f6,b1c1,f6d6,c2c5,f7e7,c1c3,e7f7,a4c2,f7g7,c2c1,g7f7,c1a3,d6e6,a3a6,f7g7,a6a5,g7f7,a5b4,f7g7,b4b1,g7f7,b1f1,f7g7,c3c2,e6f5,f1c1,f5f6,c5d5,c6d5,c2c7,c8c7,c1c7,f6f7,c7f7,g7f7,g1g2,f7f6,f2f3,f6f5,g2f2,f5f6,f3e4,d5e4,g3g4,g6g5,h4g5,f6g5,g4h5,g5h5,f2g3,h5g5,g3h3,g5h5,h3h2,h5h4,h2g2,h4g4,g2f2,g4h5,f2f1,h5g5,f1g1,g5f5,g1f2,f5g5,f2g3,g5f5,g3h4,f5e6,h4g4,e6d5,g4f4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,esr44,MisaPap,0-1,1987,2361,180+2,11:09:34 PST,MisaPap won by resignation,"d2d4,g8f6,g1f3,c7c5,e2e3,e7e6,f1d3,b7b6,e1g1,c8b7,c2c4,f8e7,b1c3,a7a6,f3d2,e8g8,d2e4,f6e4,d3e4,d7d5,c4d5,e6d5,e4f3,c5c4,b2b3,e7b4,c1d2,b6b5,b3c4,b4c3,d2c3,b5c4,a1b1,b7c6,d1c2,f8e8,b1b2,b8d7,f1b1,d8c7,h2h3,a6a5,c2f5,c7d6,a2a4,g7g6,f5g5,g8g7,h3h4,h7h6,g5g4,d7f6,g4h3,c6a4,b2b6,d6d7,b6f6,g7f6,h3d7,a4d7,f3d5,a8b8,b1c1,a5a4,d5c4,e8c8,d4d5,f6e7,c3e5,b8b4,d5d6,e7e8,c4f7,e8f7,c1a1,c8a8,h4h5,g6h5,g2g3,f7e6,e5c3,b4b3,c3d4,a4a3,g1g2,a3a2,g2f3,b3b1,f3f4,b1a1,d4a1,e6d6,e3e4,a8a4,f2f3,d7e6,f4e3,d6c5,e3f4,c5d6,a1e5,d6e7,e5a1,a4b4,f4e5,b4b5,e5d4,b5b1,a1c3,a2a1q,c3a1,b1a1,d4e5,a1a5,e5f4,e7f6,g3g4,h5g4,f3g4,a5g5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,Tilicheev_Viacheslav,NMLuo,1-0,2385,2050,180+2,11:09:38 PST,Tilicheev_Viacheslav won by checkmate,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5,b8d7,f2f4,d8c7,d1f3,b7b5,e1c1,c8b7,f1d3,g7g6,h1e1,f8g7,c3d5,f6d5,e4d5,d7f6,d4c6,b7c6,d5c6,e8g8,f4f5,a8c8,f5g6,f7g6,e1e6,f8f7,d1e1,c7c6,f3c6,c8c6,e6e7,c6c7,e7c7,f7c7,e1e6,g8f7,e6d6,c7a7,a2a4,f6e8,d6c6,b5a4,d3a6,e8c7,a6c4,f7f8,g5e3,a7b7,e3c5,f8e8,c2c3,g7f8,c5f8,e8f8,c6c5,f8e7,c5a5,b7b6,a5a4,b6f6,c4e2,f6f2,e2f3,e7d6,a4d4,d6c5,d4d2,f2f1,c1c2,c7b5,b2b4,c5b6,f3e2,b5a3,c2b2,f1f2,b2a3,f2g2,c3c4,g2h2,c4c5,b6c7,b4b5,h2h3,a3b4,h3h4,b4a5,h4h3,b5b6,c7c6,e2b5,c6c5,d2c2,c5d5,b6b7,h3a3,b5a4,g6g5,b7b8q,g5g4,b8b5,d5e4,b5b4,e4e5,b4a3,g4g3,a3e3,e5f6,c2c5,g3g2,e3e5,f6f7,a4b3,f7g6,e5g5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,oggy1984,LuckyTiger,0-1,2152,2492,180+2,11:09:45 PST,LuckyTiger won by resignation,"e2e4,e7e6,d2d4,d7d5,e4e5,c7c5,c2c3,d8b6,g1f3,b8c6,a2a3,c5c4,f1e2,f7f6,e1g1,f6e5,d4e5,f8c5,b1d2,g8h6,b2b4,c5e7,d2c4,d5c4,c1h6,g7h6,e2c4,c8d7,d1b3,e8c8,a3a4,h8f8,f1e1,c8b8,a1d1,a7a5,b4b5,c6a7,f3d4,e7c5,g2g3,h6h5,g1h1,f8f2,d4e6,d7e6,c4e6,a7c8,b3c4,d8f8,e6h3,c5e7,d1d7,h5h4,c4e4,h4g3,h2g3,f8d8,e1d1,f2f8,e5e6,c8d6,e4e5,b8a7,h3g2,f8f5,e5e2,b6c5,d7d8,f5h5,g2h3,e7d8,h1g2,d8e7,h3g4,h5e5,e2f2,c5f2,g2f2,a7b6,d1e1,e5e1,f2e1,b6c5,g4e2,b7b6,e2d3,h7h6,e1e2,c5d5,e2f3,d5e6,f3g4,d6b7,d3c4,e6e5,c4b3,b7c5,b3c2,e5d5,g4f5,d5c4,f5g6,e7g5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,VSERGUEI,Bigc08,0-1,2178,1973,180+2,11:09:53 PST,Bigc08 won by checkmate,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,f2f3,e8g8,a2a3,b4c3,b2c3,b7b6,e2e4,f6e8,f1d3,b8c6,g1h3,c6a5,e1g1,c8a6,d1e2,c7c5,e4e5,d7d5,f3f4,h7h6,f4f5,e6f5,c4d5,a6d3,e2d3,d8d5,f1f5,c5d4,c3d4,a8d8,c1b2,a5c4,b2c3,e8c7,h3f4,d5c6,a1f1,c7d5,f4d5,c6d5,c3b4,f8e8,g1h1,d5d4,d3d4,d8d4,f5f7,d4d1,f1d1,g8f7,d1d7,f7g6,d7a7,e8e5,h2h3,g6h7,a3a4,e5d5,b4c3,d5g5,a7c7,c4e3,c3d2,e3d5,c7d7,g5f5,d7d6,h7g8,h1h2,g8f7,d6d7,f7f6,d2c1,g7g5,c1b2,f6e6,d7h7,f5f2,h7h6,e6f5,b2d4,f2d2,d4b6,d5f4,a4a5,d2g2,h2h1,f5e4,a5a6,e4f3,a6a7,g2a2,h6c6,a2a1,b6g1,f4e2,c6f6,f3g3,f6f1,a1f1,a7a8q,f1g1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,Vandros57,Quinten94,1/2-1/2,1843,2197,180+2,11:09:53 PST,Game drawn by repetition,"d2d4,d7d5,g1f3,g8f6,c2c4,c7c6,e2e3,c8f5,f1d3,f5g6,e1g1,e7e6,b1c3,b8d7,a2a3,f8d6,f1e1,f6e4,h2h3,f7f5,d1c2,g6h5,d3e2,g7g5,c3e4,f5e4,f3h2,h5e2,c2e2,h7h5,g2g3,d7f6,g1g2,d8c7,e1h1,e8e7,c1d2,e7f7,d2b4,f7g6,b4d6,c7d6,a1c1,h8f8,c1c2,f8f7,h1f1,g6g7,f1h1,a8f8,h1f1,g7g6,f1h1,f6g8,h1f1,g8e7,b2b4,f7f3,e2d1,f3f7,d1e1,e7f5,c4d5,e6d5,e1e2,f5h6,e2e1,f7f3,h2f3,e4f3,g2h2,d6e6,f1g1,h6g4,h2h1,e6e4,c2b2,a7a6,e1b1,g4f6,b1e4,f6e4,g1f1,g6f5,h1h2,f5e6,f1c1,e6d6,c1b1,d6c7,h2g1,c7b6,a3a4,e4c3,b1a1,c3e2,g1f1,e2c3,f1g1,c3e2,g1f1,e2c3,f1g1,c3e2,g1f1,e2c3,f1g1,c3e2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,hitaman,zmaj23,1/2-1/2,2405,2118,180+2,11:10:02 PST,Game drawn - insufficient material,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,f2f3,a7a6,c2c4,b8c6,b1c3,e7e6,c1e3,f8e7,f1e2,e8g8,e1g1,d6d5,e4d5,e6d5,d4c6,b7c6,c4d5,f6d5,c3d5,c6d5,e3d4,c8e6,f1e1,d8a5,a2a3,f8c8,b2b4,a5d8,d1d2,e6f5,a1c1,d8d7,d2b2,e7g5,c1c8,a8c8,e2a6,c8c2,b2b3,h7h5,a6d3,f5d3,b3d3,c2d2,d3c3,h5h4,d4e3,g5e3,c3e3,d2a2,h2h3,d5d4,e3e8,d7e8,e1e8,g8h7,e8d8,a2a3,d8d4,g7g5,f3f4,f7f6,f4g5,f6g5,b4b5,a3b3,d4d5,h7g6,g1f2,g6f6,d5d6,f6e5,d6g6,e5f5,g6b6,f5f4,b6b8,b3b2,f2f1,b2b1,f1e2,b1b2,e2d3,b2g2,d3c3,g2g3,c3c4,g3h3,b5b6,h3h1,b8f8,f4g3,b6b7,h1b1,b7b8q,b1b8,f8b8,h4h3,c4d3,h3h2,b8h8,g3g2,d3e3,g5g4,e3f4,g4g3,f4g4,g2f2,h8h7,f2g1,g4g3,h2h1q,h7h1,g1h1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2014.12.30,1,matein28,ecwinslow,1-0,2355,2003,180+2,11:10:10 PST,matein28 won by resignation,"d2d4,g8f6,g1f3,g7g6,g2g3,f8g7,f1g2,e8g8,e1g1,d7d6,c2c4,b8d7,b1c3,e7e5,f1e1,c7c6,e2e4,e5d4,f3d4,d8b6,d4b3,d7e5,c3a4,b6b4,b3d2,c8g4,f2f3,g4e6,a2a3,b4a5,b2b4,a5c7,a4b2,f6e8,d1c2,f7f5,a1b1,e8f6,f3f4,e5f7,b2d3,f5e4,d2e4,a8e8,h2h3,f6e4,e1e4,e6f5,e4e8,f8e8,g3g4,f5d3,c2d3,e8e1,g1h2,d6d5,d3g3,e1e2,g3f3,e2g2,h2g2,d5c4,c1e3,b7b5,e3c5,a7a5,b1e1,g7f8,e1e8,f7d6,e8e6,d6b7,e6c6,c7d7,c5f8,g8f8,c6b6,b7d8,b4a5,d7d2,f3f2,d2a5,f2c5,f8e8,c5e5,e8f8,b6b8,a5d2,g2g3,c4c3,b8c8,c3c2,e5c5,f8e8,c5c6,e8e7,c6c2,d2e3,g3g2,e3f4,c2c7,f4c7,c8c7,e7d6,c7h7,d8c6,h7h6,c6e5,h6h8,d6d5,h8c8,e5c4,c8a8,d5e4,g2g3,g6g5,a8e8,e4d4,e8g8,c4a3,g8g5,b5b4,g5a5,a3c2,h3h4,b4b3,a5b5,d4c3,h4h5,c2d4,b5b8,d4e6,h5h6,e6g5,g3h4,g5h7,g4g5"
